First_Name,Last_Name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
 Christian,Yelich,592885,MIL,SI,Sinker,-0.4,-1,157,19.9,35,0.345,0.379,0.367,14.5,14.3,16.7,0.285,0.422,0.353,40
 Angel,Martínez,682657,CLE,SI,Sinker,-3.3,-4,122,13.5,35,0.176,0.235,0.179,16.7,28.6,31.3,0.189,0.248,0.19,32
 Victor,Scott II,687363,STL,SI,Sinker,-1.4,-2,119,17.4,35,0.29,0.29,0.337,13.5,14.3,23.8,0.277,0.32,0.312,30.8
 Jarren,Duran,680776,BOS,SI,Sinker,1.4,2,154,14,35,0.364,0.576,0.432,20.9,14.3,19.2,0.409,0.654,0.469,50
 Gabriel,Moreno,672515,AZ,SI,Sinker,1,2,175,21.5,35,0.387,0.613,0.474,1.6,2.9,3.4,0.325,0.51,0.396,43.3
 Victor,Caratini,605170,MIN,SI,Sinker,-4.3,-5,120,16.6,35,0.1,0.1,0.157,4.1,8.6,11.5,0.25,0.375,0.326,53.6
 Hunter,Goodman,696100,COL,SI,Sinker,2.5,4,144,13.4,34,0.407,0.741,0.486,18.8,8.8,14.3,0.364,0.521,0.449,37.5
 Nasim,Nuñez,683083,WSH,SI,Sinker,-2.7,-3,122,12.5,34,0.25,0.25,0.306,12.1,11.8,15.4,0.221,0.257,0.286,16
 Lawrence,Butler,671732,ATH,SI,Sinker,-2.5,-3,114,14.1,34,0.219,0.25,0.237,18.5,29.4,33.3,0.254,0.349,0.286,54.5
 Logan,O'Hoppe,681351,LAA,SI,Sinker,-0.9,-1,117,18.2,34,0.231,0.231,0.303,18.4,14.7,23.8,0.2,0.234,0.31,31.8
 Jazz,Chisholm Jr.,665862,NYY,SI,Sinker,2.6,3,131,11.3,34,0.379,0.655,0.467,22.8,14.7,15.2,0.313,0.539,0.413,45.8
 Andrew,Benintendi,643217,CWS,SI,Sinker,0,0,115,13.1,34,0.276,0.448,0.353,19.4,20.6,23.3,0.273,0.497,0.357,50
 Daniel,Schneemann,682177,CLE,SI,Sinker,-1.9,-3,132,16.4,34,0.241,0.345,0.319,23.7,14.7,19.2,0.281,0.382,0.347,50
 Bryson,Stott,681082,PHI,SI,Sinker,-1.4,-2,140,13.7,34,0.25,0.406,0.304,12.5,8.8,9.7,0.304,0.475,0.355,37.9
 Tristan,Peters,671976,CWS,SI,Sinker,0,0,108,14.5,33,0.207,0.31,0.297,12.1,6.1,7.1,0.251,0.334,0.294,25
 Carlos,Cortes,666126,ATH,SI,Sinker,-0.4,-1,146,17.8,33,0.286,0.429,0.367,11.9,0,0,0.317,0.393,0.367,46.4
 Brice,Matthews,694728,HOU,SI,Sinker,-0.1,0,119,15.7,33,0.276,0.621,0.439,24,18.2,30,0.262,0.551,0.385,43.5
 Luis,García Jr.,671277,WSH,SI,Sinker,-1.9,-2,120,14.3,33,0.233,0.4,0.309,3.6,9.1,16.7,0.269,0.422,0.333,55.6
 Carter,Jensen,695600,KC,SI,Sinker,2.5,3,117,11.3,32,0.414,0.655,0.481,18.8,18.8,21.4,0.277,0.419,0.336,47.8
 Coby,Mayo,691723,BAL,SI,Sinker,1.8,2,126,15.8,32,0.267,0.633,0.394,18.6,6.3,8.7,0.334,0.686,0.447,57.1
 Evan,Carter,694497,TEX,SI,Sinker,-0.1,0,142,14.8,32,0.217,0.304,0.348,15.2,15.6,11.9,0.271,0.407,0.397,42.1
 David,Hamilton,666152,MIL,SI,Sinker,2.2,3,115,14.5,32,0.542,0.542,0.535,9.3,0,0,0.368,0.487,0.445,24
 Ian,Happ,664023,CHC,SI,Sinker,-0.8,-1,113,8.9,32,0.231,0.385,0.345,11.1,18.8,30,0.22,0.383,0.34,50
 Max,Muncy,571970,LAD,SI,Sinker,2.2,3,128,12.2,32,0.269,0.538,0.408,12.5,9.4,11.1,0.308,0.556,0.431,39.1
 Josh,Bell,605137,MIN,SI,Sinker,-2.8,-4,128,11.3,31,0.138,0.172,0.15,18.9,35.5,34.4,0.257,0.421,0.295,63.2
 Isaac,Collins,686555,KC,SI,Sinker,0.3,0,114,12.1,31,0.296,0.481,0.37,6.8,16.1,23.8,0.245,0.345,0.3,43.5
 Adley,Rutschman,668939,BAL,SI,Sinker,-1.3,-2,136,14.7,31,0.207,0.379,0.317,11.1,9.7,16.7,0.322,0.568,0.401,46.2
 José,Ramírez,608070,CLE,SI,Sinker,-1.3,-2,153,12.1,30,0.185,0.222,0.262,15.3,16.7,15.2,0.251,0.364,0.308,50
 Vaughn,Grissom,687093,LAA,SI,Sinker,-1.3,-2,127,20.5,29,0.208,0.208,0.307,14.5,10.3,11.5,0.279,0.323,0.339,57.1
 Garrett,Mitchell,669003,MIL,SI,Sinker,0.3,0,108,11.7,29,0.318,0.409,0.41,19,17.2,26.3,0.299,0.48,0.421,41.2
 Trevor,Story,596115,BOS,SI,Sinker,0.9,1,117,17.9,29,0.32,0.56,0.428,18.6,13.8,19,0.361,0.561,0.427,54.5
 Mike,Yastrzemski,573262,ATL,SI,Sinker,-1.1,-1,134,15.3,29,0.269,0.269,0.29,19.1,24.1,20.6,0.236,0.291,0.279,42.1
 Christian,Vázquez,543877,HOU,SI,Sinker,-0.2,0,124,19.3,29,0.32,0.32,0.345,2.2,6.9,6.5,0.231,0.274,0.289,30.4
 Ryan,Jeffers,680777,MIN,SI,Sinker,5.2,7,131,20.7,29,0.522,1,0.655,9.3,10.3,10.3,0.399,0.765,0.536,45
 Luis,Torrens,620443,NYM,SI,Sinker,-1.3,-2,131,25.3,28,0.24,0.44,0.332,10.7,3.6,6.7,0.3,0.473,0.371,41.7
 Trevor,Larnach,663616,MIN,SI,Sinker,-1.4,-2,116,14.1,28,0.208,0.292,0.286,14.9,14.3,14.8,0.307,0.435,0.374,30
 Jesús,Sánchez,660821,TOR,SI,Sinker,-1.8,-2,113,14.1,28,0.28,0.36,0.3,20.3,21.4,22.2,0.206,0.23,0.222,45
 Paul,Goldschmidt,502671,NYY,SI,Sinker,-3.3,-4,117,16.2,27,0.154,0.269,0.2,13.1,18.5,23.8,0.216,0.41,0.28,52.4
 Munetaka,Murakami,808959,CWS,SI,Sinker,0.4,1,149,13.7,26,0.211,0.526,0.412,42,34.6,25.7,0.209,0.634,0.443,60
