First_Name,Last_Name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
 Mitch,Garver,641598,SEA,FF,4-Seam Fastball,-0.5,-1,141,31,40,0.242,0.333,0.33,22.2,25,18.2,0.189,0.426,0.336,52.2
 Freddy,Fermin,666023,SD,FF,4-Seam Fastball,-0.8,-2,187,32.3,40,0.147,0.294,0.274,20.4,20,13.1,0.197,0.315,0.281,29.6
 Jake,Cronenworth,630105,SD,FF,4-Seam Fastball,-0.6,-1,189,38.9,40,0.242,0.364,0.339,9.8,7.5,4.6,0.301,0.483,0.4,36.7
 Michael,Conforto,624424,CHC,FF,4-Seam Fastball,1.1,2,159,33.2,40,0.229,0.457,0.339,29.2,32.5,25,0.216,0.392,0.313,59.1
 Yohendrick,Piñango,682818,TOR,FF,4-Seam Fastball,-1.2,-2,170,34.8,40,0.333,0.361,0.349,17.3,10,7.8,0.336,0.471,0.384,46.9
 Tristan,Gray,656484,MIN,FF,4-Seam Fastball,-0.5,-1,184,33.3,40,0.353,0.412,0.362,22,22.5,16.7,0.323,0.412,0.36,50
 Jacob,Wilson,805779,ATH,FF,4-Seam Fastball,-2.2,-4,173,26.4,40,0.194,0.222,0.219,19,25,20,0.188,0.255,0.225,22.2
 Logan,O'Hoppe,681351,LAA,FF,4-Seam Fastball,0.8,1,172,26.8,40,0.278,0.5,0.368,19.2,17.5,13.7,0.265,0.616,0.402,58.6
 Josh,Lowe,666139,LAA,FF,4-Seam Fastball,1,2,184,32.7,40,0.324,0.514,0.386,30.9,40,20.8,0.224,0.397,0.297,52.4
 Taylor,Trammell,666211,HOU,FF,4-Seam Fastball,-1,-1,120,38.7,39,0.257,0.343,0.306,36.2,35.9,34.1,0.21,0.357,0.289,42.9
 Carlos,Narváez,665966,BOS,FF,4-Seam Fastball,-1.9,-4,190,34.4,39,0.094,0.156,0.213,29.5,43.6,23.3,0.132,0.214,0.246,40
 Wyatt,Langford,694671,TEX,FF,4-Seam Fastball,-2.5,-4,166,32,39,0.184,0.263,0.208,21.6,30.8,22.6,0.162,0.26,0.194,19.2
 David,Fry,681807,CLE,FF,4-Seam Fastball,-0.4,0,136,26.6,39,0.2,0.333,0.337,30.4,28.2,25,0.165,0.231,0.292,47.4
 Heliot,Ramos,671218,SF,FF,4-Seam Fastball,0.3,1,211,29.8,39,0.27,0.459,0.354,31,38.5,18.1,0.258,0.443,0.32,45.5
 Miguel,Amaya,665804,CHC,FF,4-Seam Fastball,0.8,1,144,28,39,0.314,0.486,0.404,17.6,20.5,16.3,0.232,0.442,0.328,44.4
 Tyler,O'Neill,641933,BAL,FF,4-Seam Fastball,-2.7,-4,131,23.6,38,0.147,0.265,0.23,20.3,15.8,13.6,0.213,0.364,0.294,46.4
 José,Fermín,665877,STL,FF,4-Seam Fastball,-1.5,-2,144,31.6,38,0.206,0.412,0.307,13.2,13.2,10.4,0.141,0.243,0.22,20.7
 Andrew,McCutchen,457705,TEX,FF,4-Seam Fastball,-2.4,-3,123,34.6,38,0.152,0.242,0.221,26.7,28.9,26.2,0.18,0.287,0.247,26.1
 Royce,Lewis,668904,MIN,FF,4-Seam Fastball,-1.5,-2,156,24.3,37,0.129,0.323,0.251,36.1,37.8,26.4,0.131,0.324,0.274,44.4
 Jonny,DeLuca,676356,TB,FF,4-Seam Fastball,-1.6,-2,138,29.7,37,0.235,0.324,0.28,31.5,29.7,26.2,0.204,0.251,0.238,34.8
 Alex,Call,669743,LAD,FF,4-Seam Fastball,1.9,3,160,34,37,0.357,0.536,0.461,21.1,8.1,6.5,0.301,0.352,0.385,28
 Matt,Shaw,807713,CHC,FF,4-Seam Fastball,1.6,2,125,26.7,37,0.294,0.618,0.407,24.7,27,19.6,0.24,0.445,0.322,54.2
 Andruw,Monasterio,655316,BOS,FF,4-Seam Fastball,-0.1,0,152,29.9,37,0.273,0.515,0.372,22.4,32.4,20.3,0.195,0.373,0.29,42.9
 Josh,Smith,669701,TEX,FF,4-Seam Fastball,-2.7,-4,130,30.2,37,0.212,0.212,0.227,13.2,8.1,7.7,0.227,0.332,0.28,35.5
 Austin,Hedges,595978,CLE,FF,4-Seam Fastball,1,1,136,31.8,36,0.379,0.483,0.413,18.8,8.3,7.5,0.314,0.405,0.359,32.1
 Isiah,Kiner-Falefa,643396,BOS,FF,4-Seam Fastball,-1.4,-2,129,27.7,36,0.207,0.241,0.293,10,16.7,14.3,0.221,0.257,0.295,16.7
 Jonah,Heim,641680,ATH,FF,4-Seam Fastball,0,0,143,38.2,36,0.3,0.367,0.386,20.3,22.2,28.6,0.22,0.316,0.31,27.3
 Jeremy,Peña,665161,HOU,FF,4-Seam Fastball,1.9,3,155,25,36,0.355,0.516,0.422,14.9,13.9,9.6,0.377,0.595,0.454,34.6
 Vaughn,Grissom,687093,LAA,FF,4-Seam Fastball,-0.3,-1,181,29.1,36,0.214,0.536,0.357,21.1,16.7,11.8,0.224,0.504,0.391,54.2
 Pedro,Pagés,686780,STL,FF,4-Seam Fastball,-2.3,-4,163,30.2,36,0.161,0.355,0.245,20.2,25,16.7,0.233,0.466,0.311,40
 Hunter,Feduccia,676439,TB,FF,4-Seam Fastball,-1.2,-2,137,34.6,36,0.167,0.333,0.292,21.9,30.6,30.6,0.184,0.418,0.328,52.6
 Francisco,Alvarez,682626,NYM,FF,4-Seam Fastball,-0.3,0,127,20.4,35,0.3,0.433,0.373,30.3,37.1,25.5,0.282,0.538,0.397,64.7
 Austin,Slater,596103,TB,FF,4-Seam Fastball,-2.7,-3,112,38.9,35,0.179,0.214,0.259,19.6,22.9,26.7,0.178,0.255,0.269,28.6
 Jose,Fernandez,699912,AZ,FF,4-Seam Fastball,-1.3,-2,138,20.1,35,0.242,0.303,0.253,20,22.9,20.5,0.3,0.437,0.329,61.5
 Dane,Myers,667472,CIN,FF,4-Seam Fastball,-1.5,-2,131,27,35,0.143,0.25,0.262,13.5,31.4,28.9,0.133,0.172,0.231,5.6
 Brenton,Doyle,686668,COL,FF,4-Seam Fastball,-2,-3,152,35.8,35,0.111,0.111,0.224,23.9,31.4,22,0.181,0.233,0.305,43.8
 Brett,Sullivan,664954,COL,FF,4-Seam Fastball,-0.7,-1,123,30.9,35,0.25,0.469,0.319,16.2,22.9,22.2,0.254,0.462,0.317,48
 Carlos,Correa,621043,HOU,FF,4-Seam Fastball,0,0,152,26.1,35,0.241,0.379,0.341,16.9,22.9,15.1,0.204,0.345,0.315,38.1
 Blake,Perkins,663368,MIL,FF,4-Seam Fastball,-2.1,-3,130,36.6,35,0.129,0.226,0.251,26.6,22.9,21.6,0.132,0.201,0.192,33.3
 Rob,Refsnyder,608701,SEA,FF,4-Seam Fastball,-3.3,-5,137,32.9,34,0.161,0.258,0.226,25.8,32.4,26.2,0.155,0.275,0.228,45
 Rafael,Marchán,665561,PHI,FF,4-Seam Fastball,-2.3,-3,128,44.4,34,0.125,0.313,0.212,7.9,0,0,0.152,0.239,0.197,21.9
 Jeremiah,Jackson,669236,BAL,FF,4-Seam Fastball,0.4,1,158,25.9,34,0.25,0.625,0.382,19.6,23.5,16.7,0.25,0.473,0.33,54.2
 Jake,Fraley,641584,TB,FF,4-Seam Fastball,-4.2,-5,122,32.9,33,0.129,0.29,0.206,20.3,33.3,29.7,0.153,0.278,0.215,20
 Amed,Rosario,642708,NYY,FF,4-Seam Fastball,-2.2,-3,118,28.8,33,0.143,0.214,0.215,20.7,24.2,22.9,0.148,0.246,0.228,28.6
 Graham,Pauley,688363,MIA,FF,4-Seam Fastball,-2.7,-3,127,33.7,33,0.161,0.258,0.238,14.3,24.2,22.2,0.169,0.246,0.21,21.7
 Harrison,Bader,664056,SF,FF,4-Seam Fastball,-2.5,-3,131,31.1,33,0.133,0.333,0.239,23.5,24.2,20,0.166,0.333,0.254,45.5
 Max,Muncy,691777,ATH,FF,4-Seam Fastball,2.1,2,115,23.9,32,0.357,0.607,0.447,24.6,31.3,25,0.291,0.565,0.404,72.2
 Starling,Marte,516782,KC,FF,4-Seam Fastball,-0.8,-1,117,37.1,32,0.231,0.231,0.287,29.3,28.1,19.6,0.18,0.243,0.264,16.7
 James,Outman,681546,DET,FF,4-Seam Fastball,-3,-4,136,40,32,0.037,0.074,0.148,38.7,43.8,29.8,0.06,0.112,0.171,53.8
 Roman,Anthony,701350,BOS,FF,4-Seam Fastball,0.4,1,165,30.2,32,0.321,0.429,0.373,14.1,12.5,9.8,0.33,0.628,0.442,58.3
 Jackson,Holliday,702616,BAL,FF,4-Seam Fastball,-1.5,-2,149,42.9,32,0.148,0.407,0.302,30,25,23.5,0.21,0.486,0.356,42.1
 Hyeseong,Kim,808975,LAD,FF,4-Seam Fastball,0.2,0,141,27.4,31,0.385,0.462,0.426,19,12.9,11.4,0.394,0.547,0.453,36.4
 Luis,Torrens,620443,NYM,FF,4-Seam Fastball,-1.5,-2,138,26.6,31,0.25,0.321,0.294,18.5,25.8,16.3,0.26,0.413,0.328,70
 Edmundo,Sosa,624641,PHI,FF,4-Seam Fastball,3.3,4,131,29.2,31,0.385,0.654,0.44,16.9,9.7,7.7,0.359,0.6,0.423,56
 Ty,France,664034,SD,FF,4-Seam Fastball,-0.5,-1,170,27.6,29,0.222,0.444,0.309,36.7,51.7,21.7,0.214,0.441,0.305,41.7
 Adam,Frazier,624428,LAA,FF,4-Seam Fastball,0.9,1,134,36.3,29,0.227,0.545,0.389,19.7,27.6,20.5,0.159,0.281,0.282,18.8
 Randal,Grichuk,545341,CWS,FF,4-Seam Fastball,-1.9,-2,124,34.3,29,0.276,0.345,0.272,22.2,20.7,22.2,0.32,0.434,0.325,43.5
 Agustín,Ramírez,682663,MIA,FF,4-Seam Fastball,-3.4,-4,117,23.7,29,0.08,0.12,0.171,24.6,37.9,22,0.144,0.211,0.228,42.9
 Joe,Mack,691788,MIA,FF,4-Seam Fastball,-0.6,-1,124,26.4,28,0.308,0.462,0.359,16.1,28.6,21.1,0.264,0.42,0.322,50
 Ryan,Waldschmidt,814439,AZ,FF,4-Seam Fastball,0.4,0,115,24.5,28,0.25,0.417,0.375,22,25,25,0.256,0.487,0.369,41.2
 Luisangel,Acuña,682668,CWS,FF,4-Seam Fastball,-1.8,-2,114,24.9,28,0.227,0.273,0.298,16.1,7.1,6.5,0.279,0.398,0.38,47.6
 Leo,Jiménez,677870,MIA,FF,4-Seam Fastball,-1.6,-2,122,36.1,28,0.25,0.292,0.305,18.5,21.4,16.7,0.284,0.397,0.352,44.4
 Giancarlo,Stanton,519317,NYY,FF,4-Seam Fastball,-2.1,-3,126,32.8,27,0.16,0.16,0.185,30.2,33.3,24.3,0.147,0.262,0.213,31.3
 Blake,Dunn,694362,CIN,FF,4-Seam Fastball,-0.2,0,118,27.1,27,0.261,0.435,0.356,23.4,29.6,27.6,0.217,0.321,0.301,33.3
 Colt,Emerson,806068,SEA,FF,4-Seam Fastball,2.9,4,121,31.6,27,0.308,0.846,0.481,33.8,40.7,25,0.167,0.383,0.247,53.3
 Anthony,Volpe,683011,NYY,FF,4-Seam Fastball,2.5,3,119,32.5,27,0.3,0.6,0.461,29.5,22.2,11.8,0.267,0.486,0.417,42.9
 Tyrone,Taylor,621438,NYM,FF,4-Seam Fastball,-1.6,-2,115,30.7,26,0.217,0.435,0.274,16.7,15.4,11.1,0.16,0.25,0.176,22.7
 Kyle,Higashioka,543309,TEX,FF,4-Seam Fastball,-1.1,-1,113,21.8,25,0.227,0.273,0.278,14.6,16,12.5,0.263,0.381,0.328,55.6
 Thomas,Saggese,695336,STL,FF,4-Seam Fastball,-3.2,-4,125,38.3,24,0.13,0.174,0.156,38.2,58.3,34.1,0.091,0.183,0.141,33.3
 Brandon,Lockridge,663604,MIL,FF,4-Seam Fastball,0.8,1,113,27.4,23,0.235,0.353,0.37,31,47.8,25.6,0.143,0.215,0.296,50
 Lenyn,Sosa,672820,TOR,FF,4-Seam Fastball,-2.1,-2,111,25.3,19,0.158,0.211,0.208,12.7,21.1,10.8,0.226,0.336,0.241,26.7
